"Company Name","Key ID","Address Line 1","City","Phone","URL","Revenue (As Reported)","Employees","techMark Membership","Year Founded","Ultimate Parent Company","Ultimate Parent Country","ANZSIC 2006 Description","Address Type","Cash Equivalents (As Reported)","Assets (USD)","Cash Equivalents (USD)","Corporate Family Members","Fiscal Year End","Parent Company","Ownership Type","Profit Margin","Revenue (USD)","Sales 1 Year Growth (As Reported)"
"D G Jones and Partners Limited - Abu Dhabi","42385949","P.O. Box 631","Abu Dhabi","971-02 6725999","http://www.dgjonesworld.com","390299990","300","","1968","D G Jones and Partners Ltd.","Lebanon","Management and Related Consulting Services","","","","","4","2011-12-31T05:00:00Z","D G Jones and Partners Ltd.","Private","","390299990",""
"Crowne Plaza Abu Dhabi","42385925","PO Box 3541, Sheikh Hamdan St.","Abu Dhabi","971-02 6210000","http://www.ichotelsgroup.com","664200010","300","","1997","InterContinental Hotels Group PLC","United Kingdom","Accommodation","","","","","3876","2011-12-31T05:00:00Z","InterContinental Hotels Group PLC","Private","","664200010",""
"Al Seer Marine Supplies & Equipment Company - L L C","123109588","Po Box 33639","Abu Dhabi","25511336","","","300","","","","","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","0","","","Private","","",""
"Hotel Inter-Continental Abu Dhabi","92461033","PO Box 4171","Abu Dhabi","971-2 6666888","http://www.ihg.com/intercontinental/hotels/gb/en/reservation","667799990","300","","1980","","","Accommodation","","","","","0","2010-12-31T05:00:00Z","","Private","","667799990",""
"General Womens Union","122940734","Karama","Abu Dhabi","24475333","","","300","","","","","Other Professional, Scientific and Technical Services Not Elsewhere Classified","","","","","0","","","Private","","",""
"Euro Mechanical Instrument Services L L C","122873515","Po Box 4615","Abu Dhabi","26766412","","","","","","","","","","","","","","","","","","",""
"Falcon Aviation Services Llc","122895549","Po Box 62030","Abu Dhabi","24448866","http://www.falconaviation.ae","","300","","","","","Engineering Design and Engineering Consulting Services","","","","","0","","","Private","","",""
"Al Faris International Heavy Equipment Rental","123227556","Po Box 106003","Abu Dhabi","25554701","","","300","","","","","Other Goods and Equipment Rental and Hiring Not Elsewhere Classified","","","","","0","","","Private","","",""
"Al Ghazal Transport Co.","124754563","","Abu Dhabi","971-24447228","http://www.adsh.com","","300","","","Abu Dhabi National Hotels","United Arab Emirates","Road Passenger Transport","","","","","3","","Abu Dhabi National Hotels","Private","","",""
"Alas Emirates Ready Mix","122873882","Po Box 47679","Abu Dhabi","25828802","","","300","","","","","Ready-Mixed Concrete Manufacturing","","","","","0","","","Private","","",""
"Grand Stores","42385901","","Abu Dhabi","971-26312100","http://www.grandstores.com","338399990","300","","1981","GIBCA Limited","United Arab Emirates","Department Stores","","","","","16","2011-12-31T05:00:00Z","GIBCA Limited","Private","","338399990",""
"WESCO Abu Dhabi","42386119","Coriniche St Mussafah Industrial Area","Abu Dhabi","971-25554108","http://www.wescouae.com","108600000","300","","1983","Weir Group PLC","United Kingdom","Other Construction Services Not Elsewhere Classified","","","","","145","2011-12-31T05:00:00Z","Weir Engineering Services Ltd.","Private","","108600000",""
"Al Jaber Carpentry & Decor L.L.C","124718388","","Abu Dhabi","971-25547075","http://www.aljaber.com","","300","","","Al Jaber Group LLC","United Arab Emirates","Carpentry Services","","","","","34","","Al Jaber Group LLC","Private","","",""
"New York University In Abu Dhabi Corporation - Abu Dhabi","123278872","Po Box 129188","Abu Dhabi","26284000","","","300","","","New York University","United States","Management and Related Consulting Services","","","","","44","","New York University","Private","","",""
"Fathima Supermarket Wll","122376002","Po Box 4710","Abu Dhabi","24433490","","400000000","300","","","","","Supermarket and Grocery Stores","","","","","0","2007-12-31T05:00:00Z","","Private","","108928710",""
"Al Ahlia Oil-Fields Development Co., Owned By Al Ahlia Gen Trading Co Pvt Ltd.","123262659","Po Box 4033","Abu Dhabi","25553555","","","300","","","Al Ahlia General Trading Co (Pvt) Ltd","","Agricultural and Construction Machinery Wholesaling","","","","","2","","Al Ahlia General Trading Co (Pvt) Ltd","Private","","",""
"Cebarco - Wct - W L L - Abu Dhabi","123262654","Po Box 127717","Abu Dhabi","25013433","","","300","","","Cebarco Bahrain Spc","","Electrical Services","","","","","2","","Cebarco Bahrain Spc","Private","","",""
"Serco-IAL Limited","121402656","Abu Dhabi Islamic Bank Building Najda Street","Abu Dhabi","971-26335547","","","300","","","Serco Group plc","United Kingdom","Electrical Services","","","","","105","","Serco Group plc","Private","","",""
"Fabtech Abu Dhabi - L L C","123158207","Po Box 42287","Abu Dhabi","25500167","","","300","","","Fabtech International Limited","United Arab Emirates","Other Machinery and Equipment Manufacturing Not Elsewhere Classified","","","","","2","","Fabtech International Limited","Private","","",""
"Al Otaiba Group of Establishments","42386037","PO Box 467","Abu Dhabi","971-02 4443333","","","300","","","Mohamed Hareb Al Otaiba","United Arab Emirates","Motor Vehicle Retailing","","","","","2","","Mohamed Hareb Al Otaiba","Private","","",""
"Arabian Industrial Gas Company - L L C - Abu Dhabi","123262660","Po Box 30242","Abu Dhabi","26320620","","","300","","","","","Glass and Glass Product Manufacturing","","","","","0","","","Private","","",""
"Gulf & Safa Dairies Co. L.L.C - Abu Dabi","123257651","Po Box 2422","Abu Dhabi","25582441","","","300","","","","","Milk and Cream Processing","","","","","0","","","Private","","",""
"Delight Cleaning Services Est","122374166","Po Box 71535","Abu Dhabi","6789216","http://www.delightcleaning.com","","300","","","","","Building and Other Industrial Cleaning Services","","","","","0","","","Partnership","","",""
"Spaceage Electrical Switchgear Company Co Wll","123284567","Po Box 43693","Abu Dhabi","25500150","","","300","","","","","Mining and Construction Machinery Manufacturing","","","","","0","","","Private","","",""
"Matrix Construction","121881591","Po Box 46370","Abu Dhabi","26341575","","36262299","300","","","","","Building Installation Services","","","","","0","2008-12-31T05:00:00Z","","Private","","9873072.6",""
"Corrpro Companies Middle East","123249934","Al Nasser Street","Abu Dhabi","26391100","","","300","","","","","Other Professional, Scientific and Technical Services Not Elsewhere Classified","","","","","0","","","Private","","",""
"Civil Power General Contracting - L.L.C","122044240","Po Box 3514","Abu Dhabi","26678812","http://www.cpcemirates.ae","","300","","","","","Road and Bridge Construction","","","","","0","","","Private","","",""
"Galva Coat Galvanizing & Lighting Poles","121882593","Po Box 8485","Abu Dhabi","25511188","","","300","","","","","Aluminium Rolling, Drawing, Extruding","","","","","0","","","Private","","",""
"Sahari Trading And Importing Est","121881435","Po Box 687","Abu Dhabi","26445899","","60000000","300","","","","","Other Electrical and Electronic Goods Wholesaling","","","","","0","2006-12-31T05:00:00Z","","Private","","16335714",""
"Al Raha Gardens Property LLC","121396663","","Abu Dhabi","971-26964444","","","300","","","Aldar Properties PJSC","United Arab Emirates","Residential Building Construction","","","","","6","","Aldar Properties PJSC","Private","","",""
"Professional Security Systems","122088644","First Zayed Road Khalidiya","Abu Dhabi","26350087","","","297","","","","","Investigation and Security Services","","","","","0","","","Private","","",""
"Arab Bank for Investment & Foreign Trade","42385773","PO Box 46733","Abu Dhabi","971-2-6721900","http://www.arbift.com","743338010","293","","1976","","","Banking","","","3902791500","","4","2014-12-31T05:00:00Z","","Private","88.9862","202376510","21524000"
"Khatib and Alami - Abu Dhabi","42385956","PO Box 2732","Abu Dhabi","971-02 6662885","http://www.khatibalami.com","103500000","292","","1970","Khatib and Alami - Consolidated Engineering Company SAL","Lebanon","Architectural Services","","","","","7","2011-12-31T05:00:00Z","Khatib and Alami - Consolidated Engineering Company SAL","Private","","103500000",""
"Rolf Jensen & Associates, International, Inc","121849424","Al Ghaith Holding Tower Airport Road","Abu Dhabi","24146663","","","280","","","","","Management and Related Consulting Services","","","","","0","","","Private","","",""
"Al Diar Gulf Hotel and Resort","138909898","PO Box 73837","Abu Dhabi","971-02 4414777","http://www.southtravels.com/middleeast/uae/abudhabi.html","598799990","269","","1977","","","Accommodation","","","","","0","2009-12-31T05:00:00Z","","State-Owned","","598799990",""
"Arab Bank PLC-Abu Dhabi","42385774","PO Box 875","Abu Dhabi","971-02 6392225","http://www.arabbank.ae","","267","","","","","Banking","","","","","0","","","Private","","",""
"Total Abu Al Bu Khoosh S.A.","42386102","11th Floor East Tower Abu Dhabi Mall Tourist Club Area","Abu Dhabi","971-2-6986666","http://www.tabka.ae","747400020","260","","1978","Total SA","France","Oil and Gas Extraction","","","","","561","2011-12-31T05:00:00Z","Total Exploration & Production","Private","","747400020",""
"Hilton International Al Ain","42385924","PO Box 1333","Al Ain","971-03 7686666","http://www.hilton.com","578700010","260","","1971","","","Accommodation","","","","","0","2010-12-31T05:00:00Z","","Private","","578700010",""
"Abu Dhabi National Insurance Co. PSC","42385735","PO Box 839","Abu Dhabi","971-2-6264000","http://www.adnic.ae","1588133100","257","","1972","","","General Insurance","","10000000","1512579000","2722514.573","0","2014-12-31T05:00:00Z","","Public","-17.6576","432375060","9670200.3"
"Union Pipes Industry - L L C","123229957","Po Box 9650","Abu Dhabi","25500102","","697804690","250","","","","","Rigid and Semi-Rigid Polymer Product Manufacturing","","","","","0","2011-12-31T05:00:00Z","","Private","","189984390",""
"Chateau Building Materials","120010787","P.O. Box 94684","Abu Dhabi","26423226","http://www.chateaubp.com","","250","","","","","Timber Wholesaling","","","","","0","","","Private","","",""
"Mubadala Development Company PJSC","98725639","PO Box 45005","Abu Dhabi","971-2-4130000","http://www.mubadala.com","32661227000","250","","2002","The Offset Program Bureau","United Arab Emirates","Other Electronic Equipment Manufacturing","","25841953000","66330945000","7035509364.968","21","2014-12-31T05:00:00Z","The Offset Program Bureau","Private","3.7419","8892138700","5255499.8"
"Al Jaber Protective Coating L.L.C.","124718393","","Abu Dhabi","971-25541050","http://www.aljaber.com","","250","","","Al Jaber Group LLC","United Arab Emirates","Paint and Coatings Manufacturing","","","","","34","","Al Jaber Group LLC","Private","","",""
"Anticorrosion Protective Systems L.L.C.","42385770","PO Box 4705","Abu Dhabi","971-02 6722894","http://www.aps-corporate.com","159700000","250","","","Anticorrosion Protective Systems","United Arab Emirates","Other Construction Services Not Elsewhere Classified","","","","","2","2008-12-31T05:00:00Z","Anticorrosion Protective Systems","Private","","159700000",""
"National Gas Shipping Company Ltd. (NGSCO)","42386015","Sheikh Khalifa Energy Complex","Abu Dhabi","971-26028600","http://www.adnatcongsco.com","","250","","1993","Abu Dhabi National Oil Company","United Arab Emirates","Water Freight Transport","","","","","25","2007-12-31T05:00:00Z","Abu Dhabi National Oil Company","Private","","",""
"White Rose Tradind","122635893","Po Box 4330","Abu Dhabi","26342555","","35000000","250","","","","","Engineering Design and Engineering Consulting Services","","","","","0","","","Private","","9528816.2",""
"Emirates Steel Industries","92500563","PO Box 9022","Abu Dhabi","971-02 5072144","http://www.esi-steel.com","572700010","250","","","Higher Corporation for Specialized Econ.","United Arab Emirates","Iron Smelting and Steel Manufacturing","","","","","9","2011-12-31T05:00:00Z","Abu Dhabi Basic Industries Corporation","State-Owned","","572700010",""
"Aldar Laing O'Rourke Plant Llc","120029920","Po Box 110800","Abu Dhabi","25566246","","55000000","247","","","","","Other Goods and Equipment Rental and Hiring Not Elsewhere Classified","","","","","0","","","Private","","14973853",""
"Abu Dhabi Motors L.L.C.","92460754","PO Box 46468","Abu Dhabi","971-02 5588000","http://www.alhamid-group.com","461100010","243","","1990","United Alsaqer Group of Cos.","United Arab Emirates","Motor Vehicle and Motor Vehicle Parts Wholesaling","","","","","3","2011-12-31T05:00:00Z","United Alsaqer Group of Cos.","Private","","461100010",""
"United Alsaqer Group of Cos.","42385918","PO Box 46468","Abu Dhabi","971-02 6981111","http://www.alsaqergroup.com","188600010","243","","1981","","","Motor Vehicle Retailing","","","","","3","2011-12-31T05:00:00Z","","Private","","188600010",""
"Aloft Abu Dhabi Hotel","120000134","Po Box P.O.Box 5546","Abu Dhabi","26545000","http://www.aloftabudhabi.com","","235","","","","","Accommodation","","","","","0","","","Private","","",""
"Gulf Steel Industries Company Ltd.","100971498","PO Box 9054","Abu Dhabi","971-02 5510098","http://www.anieuae.com","241800000","230","","1992","Arabtec Holding PJSC","United Arab Emirates","Iron Smelting and Steel Manufacturing","","","","","6","2011-12-31T05:00:00Z","Arabtec Holding PJSC","Private","","241800000",""
"Al Sultan Cement Factory (Adic)","120012262","Po Box 8423","Abu Dhabi","25824110","http://www.alsultanfactory.com","","225","","","","","Other Ceramic Product Manufacturing","","","","","0","","","Private","","",""
"United Arab Bank PJSC - Abu Dhabi","42386107","PO Box 3562","Abu Dhabi","971-02 6275000","http://www.uab.ae","9996700200","223","","","","","Banking","","","","","0","2008-12-31T05:00:00Z","","Private","","9996700200",""
