Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Arab Monetary Fund,42385777,PO Box 2818,Abu Dhabi,971-2 6171400,http://www.amf.org.ae,,150.0,high=100,Arab Monetary Fund,138370,28067
Cimel Abu Dhabi Co.,51094377,PO Box 2889,Abu Dhabi,971-02 6773963,http://www.forrestgroup.com,83300003.0,150.0,not matched=0,,,
Dar Al Binaa Contracting Co.,42385850,PO Box 201,Abu Dhabi,971-02 6391140,,83300003.0,150.0,medium=73,Dar Al Wad Construction LLC,1680525,3506094
Al Mazroui International Cargo Company L.L.C.,50664554,P.O. Box 2035,Abu Dhabi,971-02 6776096,,453200010.0,145.0,low=52,Al Mazroui Trading and General Services LLC,1737625,3511071
CEGELEC UAE,42385827,PO Box 47055,Abu Dhabi,971-02 6272680,http://www.cegelec.com,40500000.0,140.0,low=50,Cell City UAE,1729824,3507671
Tyco Fire and Security UAE L.L.C.,92461442,Po Box 3333,Abu Dhabi,971-02 6777776,http://www.tycofireuae.com,,139.0,low=52,German International Safety and Security LLC,1549177,3478999
City Pharmacy And Stores L L C,106238132,Po Box 2098,Abu Dhabi,22284969,http://www.citypharmacy.com,,135.0,low=60,City Pharmacy,805951,29495
Al Quebeisi S G B - L L C,42386047,Po Box 7574,Abu Dhabi,25554129,http://www.sgb.co.uk,,130.0,not matched=0,,,
Shuweihat C M S International Power,120029819,Po Box 32398,Abu Dhabi,26342480,http://www.ipplc.com,,130.0,low=58,MultiPower International,944794,3034407
Summit Trading Company - L L C,92461402,Po Box 2390,Abu Dhabi,26743100,http://www.summit.ae,,125.0,not matched=0,,,
Emirates Insurance Company P.S.C.,42385867,PO Box 3856,Abu Dhabi,971-2-6440400,http://www.eminsco.com,429240200.0,120.0,high=98,Emirates Insurance Company P.S.C,980350,3035713
Al-Mansoori 3B Construction,120012176,P.O. Box 399,Abu Dhabi,26785918,http://www.m3b.co.ae,,120.0,not matched=0,,,
PricewaterhouseCoopers - Abu Dhabi,42385841,"PO Box 45263, 9th Fl., E Twr., Abu Dhabi Trade Centre, Abu Dhabi Mall",Abu Dhabi,971-02 6946800,http://www.pwc.com,568799990.0,120.0,high=79,PricewaterhouseCoopers,50097,24088
Baniyas Building Materials Company L.L.C.,42385793,PO Box 3475,Abu Dhabi,971-2 6444477,http://www.bbmcgroup.com,,120.0,medium=70,Mahrajan Building Materials Trading LLC,1484768,3452083
Al Dhafra Insurance Company P.S.C.,42385854,Al Dhafra Insurance Company Building,Abu Dhabi,971-2-6721444,http://www.aldhafrainsurance.ae,230406600.0,115.0,low=52,Al Dhafra Private School,1570163,3479509
Al Sagar Engineering Company L.L.C.,42386062,PO Box 697,Abu Dhabi,971-2 6778700,http://www.alsagareng.com,63799999.0,115.0,high=89,Al Sagar Engineering Company,322535,60372
Dascam Consulting Limited - Abu Dhabi  Branch,121851691,Po Box 108664,Abu Dhabi,26656439,,70000000.0,115.0,low=64,Mac Al Gurg - Abu Dhabi Branch,1740269,3514348
Abu Dhabi National Paper Mill L.L.C.,98191436,PO Box 27683,Abu Dhabi,971-02 5501886,http://www.adnpm.ae,742500000.0,112.0,low=37,Al Watan Newspaper,1254949,90468
Emirates Western Petroleum Services,124718178,PO Box 8107,Abu Dhabi,971-26725637,http://www.ewpsco.ae,,110.0,medium=72,Emirates Taste Catering Services,1533311,3392244
Punj Lloyd Limited - Abu Dhabi,123249582,Po Box 28907,Abu Dhabi,26972222,,202000000.0,102.0,low=33,LLoyd and Co.,1510046,3466450
China Airlines,92461498,P.O. Box 346,Abu Dhabi,26264070,http://www.china-airlines.com,,101.0,medium=71,Midex Airlines,843951,608993
Fugro Survey (Middle East) Ltd.,92461215,,Abu Dhabi,971-2-554-7810,http://www.fugro-uae.com,15200000.0,100.0,high=80,Fugro Survey Middle East LTD (ADH),977543,1311921
Hyssna International,42385929,"PO Box 46641, European Exhibition Furniture, Electra Rd.",Abu Dhabi,971-02 6767525,http://www.hyssnauae.com,61799999.0,100.0,not matched=0,,,
Ernst and Young Abu Dhabi,42385874,PO Box 136,Abu Dhabi,971-02 6277522,http://www.ey.com,474000000.0,100.0,low=36,Young Victoria,1478494,3034952
Two Four 54 -Fz - L L C,122479747,Po Box 2454,Abu Dhabi,24012454,,,100.0,low=56,TwoFour54,1505629,3038753
Emirates Petrochemical Services Est,42385868,PO Box 44414,Abu Dhabi,971-02 6774545,,360000000.0,100.0,low=69,Emirates General Services Enterprises,32198,26989
Al Khazna Insurance Company PSC,43871887,PO Box 73343,Abu Dhabi,971-2-6969700,http://www.alkhazna.com,18029499.0,100.0,high=95,Al Khazna Insurance Company P.S.C.,1339242,3034857
Jotun Abu Dhabi (LLC),50084121,Mussafah Industrial Area West 4,Abu Dhabi,971-25510300,http://www.jotun.com,,100.0,not matched=0,,,
Brothers Electro-Mechanical Contracting Est,42385819,PO Box 43758,Abu Dhabi,971-2 6794499,http://www.joysgroup.com,27400000.0,100.0,high=76,Hi Electromechanical Contracting LLC,1667763,3499796
Arab African International Bank - Abu Dhabi,48584267,P.O. Box 928,Abu Dhabi,26323400,http://www.aaib.com,,100.0,low=63,Arabian Unigaz Abu Dhabi,1747810,3515694
Gulf Commercial Group Establishment,104248327,Po Box 43044,Abu Dhabi,6442999,http://www.gcg-es.com,15000000.0,100.0,low=57,S & B Commercial Investments,620950,546244
Praxair Gulf Industrial Gases LLC,44120541,4th Floor Office No 3 Al Wahda Commercial Tower Hazza Bin Zayed Street,Abu Dhabi,971-26437210,http://www.gigcl.ae,224800000.0,100.0,low=55,Al Nasser Industrial Ent. L.L.C.,792251,563654
Middle East Equipment & Trading,125631564,,Abu Dhabi,971-25559559,http://www.aljaber.com/en/Menu/Index.aspx,,100.0,low=51,Arabian Equipment Rental,1004296,56886
Folcra Beach Industrial Company LLC,121419846,,Abu Dhabi,971-25510888,http://www.dubaiinvestments.com,,100.0,high=94,Folcra Beach Industrial Company,261470,80422
Janata Bank Limited - Abu Dhabi,42385947,"Box 2630, Obeid Sayah Al-Mansuri Bldg., Electra Rd.",Abu Dhabi,971-02 6344542,http://www.janatabank-bd.com,4674600100.0,100.0,not matched=0,,,
Foodlands Restaurant,121418086,,Abu Dhabi,971-26330099,http://www.foodlands.com,,100.0,medium=70,Al Rowdha Restaurant,616449,542673
ABB Energy Automation S.p.A.,92460644,Al Ghaith Office Tower 15th Floor Hamdan Street,Abu Dhabi,971-26264062,http://www.mena.abb.com,,100.0,low=46,Spazio Design & Build International S.A.L.,805701,565053
Salem Travel Agency,97182833,"Murror Rd., Opp Madina Zayed Shopping Ctr.",Abu Dhabi,971-02 6218000,http://salemtravelagency.com,146899990.0,100.0,high=100,Salem Travel Agency,1262152,215760
Emirates Steel Establishment,123249709,Po Box 8975,Abu Dhabi,5511436,,11000000.0,99.0,medium=72,Emirates Steel Industries,1497454,3383670
Fanoy Gas - L L C,122044264,Po Box 46689,Abu Dhabi,26455227,,10000000.0,98.0,low=48,Dana Gas,589600,98225
Kaddas Oilfield Services and Trading Co.,42385950,PO Box 3808,Abu Dhabi,971-02 5510051,http://www.kostco.ae,76500000.0,95.0,not matched=0,,,
Weatherford Oil Tool Middle East Ltd.,124754592,Warehouse No 17 Roundabout No 5,Abu Dhabi,971-25544100,http://www.weatherford.com,,92.0,low=54,OilExec MiddleEast LLC,1455550,3125507
Euro Mechanical & Electrical Contracting Company - Llc,123284563,Po Box 46153,Abu Dhabi,26781133,,175000000.0,92.0,low=66,Creative Electrical and Plumbing Contracting Company,1468163,3442011
Talal Abu Ghazaleh & Company International - Abu Dhabi,104248332,Po Box P.O.Box4295,Abu Dhabi,26724425,http://www.tagorg.com,,90.0,low=62,Canadian International School Abu Dhabi,1734082,3501333
Masaood John Brown Ltd.,42385976,PO Box 322,Abu Dhabi,971-02 6418814,http://www.masaoodjohnbrown.com,66500000.0,90.0,low=54,Al Masaood / Mohammed Bin Masaood,170120,24074
Gulf Business Machines (GBM) L.L.C.,48609208,PO Box 37543,Abu Dhabi,971-26275165,http://www.gbm4ibm.com/,14200000.0,90.0,low=58,Gulf Business Centre,1541113,3477137
SNC-Lavalin Gulf Contractors LLC,50086514,Abu Dhabi Trade Center Bldg West Tower 4th Floor,Abu Dhabi,971-26440001,http://www.snclavalin.com,,90.0,low=64,Gulf Contractors Company,80302,27057
Al Khazna Insurance Company - Al Mussafah,123784237,Villa No 86 Opp Al Nahyan Campus Delma Street No 13,Abu Dhabi,971-26969700,http://www.alkhazna.com/,,88.0,high=75,Al Khazna Insurance Company P.S.C.,1339242,3034857
Abu Dhabi Fund for Development,42385725,PO Box 814,Abu Dhabi,971-2 6677100,http://www.adfd.ae,,85.0,high=100,Abu Dhabi Fund for Development,1235848,238416
Arab Development Establishment,120012189,Po Box 2761,Abu Dhabi,26447719,,,83.0,low=59,Development Enterprises Company,927647,215591
Bin Brook General Contracting,42385808,"PO Box 879, Baniyas St.",Abu Dhabi,971-02 5584888,http://www.binbrook.com,124400000.0,80.0,high=75,Bin Yameela General Contracting LLc,1465595,3439132
Gulf Capital PJSC,99413948,PO Box 27522,Abu Dhabi,971-26716060,http://www.gulfcapital.com,,80.0,low=60,Gulf Capital/ Gulf Related,648549,3335707
Mi Overseas,42385966,Po Box 4076,Abu Dhabi,26456677,http://www.miswaco.com,,80.0,high=91,MI Overseas,910390,2626410
Marjan Industrial Development Co.,42385710,Liwa Street,Abu Dhabi,971-26222114,http://www.alfahim.com/en/?T=1&ID=22,209800000.0,80.0,low=61,Baniyas Investment and Development Company,1546907,3383773
Gulf Technical Construction Company L.L.C,121707374,Electra St,Abu Dhabi,971-48112300,http://www.gulftcc.com,,80.0,low=65,Gulf Contractors Company,80302,27057
National Telesystems & Services - L L C,92461208,Po Box 46787,Abu Dhabi,26763500,http://www.binjabr.com,,80.0,not matched=0,,,
New Mix Ready Mix Industry - L L C,123098459,Po Box 33252,Abu Dhabi,25516660,,97000000.0,78.0,low=56,National Glass Industry LLC,1481997,3450531
National Engineering Services & Trading Company- L.L.C,92507453,Po Box 7392,Abu Dhabi,28157777,http://www.nestuae.com,,77.0,not matched=0,,,
Engineering Building Materials Company WLL,42385872,PO Box 3256,Abu Dhabi,971-02 6771179,,133500000.0,75.0,high=94,Engineering Building Materials Co WLL,532899,28561
Bildco Reinforcing Steel Services,136809854,,Abu Dhabi,971-2-5559183,,,75.0,low=47,Arabian International Company for Steel Strucure,851151,3035155
Emirates Kitchen Equipment Company L.L.C.,122895554,Po Box 46711,Abu Dhabi,26448182,,45000000.0,75.0,low=68,Emirates Fire Fighting Equipment Factory LLC,1507463,3453722
Construtora Norberto Odebrecht S.A.,121418919,,Abu Dhabi,971-26679911,http://www.odebrecht.com,,75.0,low=41,Odebrecht,955540,3034759
Weatherford Bin Hamoodah L.L.C.,42386118,PO Box 4503,Abu Dhabi,971-02 5544100,http://www.weatherford.com,253300000.0,70.0,low=54,Bin Hamoodah Auto,934841,223356
Solus Emirates,42386079,PO Box 47044,Abu Dhabi,971-02 6742739,,38200001.0,70.0,high=77,Roly-Pub Emirates,53696,27158
Al Injazat Technical Services,126194481,Po Box 42895,Abu Dhabi,26226030,,,70.0,high=100,Al Injazat Technical Services,1456300,60058
Emirates Property Investment Co.,92028286,,Abu Dhabi,971-800-37426,http://www.epico.ae,146000000.0,70.0,medium=71,Emirates International Investment Company,884145,24269
Intertek Moody,92461191,"Po Box 47754, Nahyan",Abu Dhabi,26428005,http://www.moodyint.com,,70.0,low=42,Moody International,1241400,28223
Axiome Pipes & Fittings Trading L.L.C,122044197,"M-6, Mubarak Salem Hamad Rukadh Al Amiri Building Al Dhafra Stre",Abu Dhabi,26428844,,147800000.0,70.0,low=34,Emirates Preinsulated Pipes Industries (EPPI),1539910,82092
Sigma Specialised Inspection,48960700,"PO Box 3555, 75 St., Zone 6, Mussafah Industrial Area",Abu Dhabi,971-02 5510400,http://www.sigma.ae,36599998.0,68.0,low=53,STS - Specialised Technical Services,1748348,564033
Abu Dhabi National Tanker Company,42385739,Sheikh Khalifa Energy Complex Takreer Tower 11th & 12th Floors,Abu Dhabi,971-26028400,http://www.adnatco.com,186899990.0,68.0,low=60,Abu Dhabi National Tanker Co. / National Gas Shipping Company (ADNATCO NGSCO),95063,3446961
Waha Capital PJSC,43563918,PO Box 28922,Abu Dhabi,971-26677343,http://www.wahacapital.ae,159847790.0,66.0,low=65,Amanah Capital,424849,102524
Electrical Lighting Company W L L,122882370,Po Box 4109,Abu Dhabi,26731177,,89000000.0,63.0,high=90,Electrical Lighting Company,883841,91743
Al Wathba National Insurance Company,51326102,P.O Box 45154,Abu Dhabi,971-2-6770566,http://www.awnic.com,302238010.0,62.0,high=86,Al Wathba National Insurance Co. PSC,1577458,3029047
Snamprogetti,92461375,Najda Street Micco Building  Ninth Floor,Abu Dhabi,26780122,http://www.snamprogetti.eni.it,,61.0,not matched=0,,,
Freight International L L C,92460984,Po Box 26945,Abu Dhabi,56322372,http://www.freightinternational.ae,542400.0,61.0,low=48,Al Ryan Freight LLC,1529425,3473996
Electra Abu Dhabi W L L,123730654,Po Box 121,Abu Dhabi,6778077,,40000000.0,60.0,high=91,Electra Abu Dhabi W.L.L,1459813,235509
Hydra Properties LLC,100971467,PO Box 62162,Dubai,971-2-6581898,http://www.hydraproperties.com/,125100000.0,60.0,low=65,Hydra Trading LLC,1491236,3456851
Al Hamad General Contracting Est,123087504,Po Box 30331,Abu Dhabi,25511888,,4000000.0,60.0,low=43,Hamad Autism Center,1643558,3496008
Zakum Construction Co.,51094385,PO Box 3611,Abu Dhabi,971-02 6775094,,33299999.0,60.0,low=32,Zadco Zakum Development Company / شركة تطوير حقل زاكوم,1545852,27639
Elcome International L.L.C.,42386817,PO Box 53460,Abu Dhabi,971-02 5511136,http://elcome.com,17400000.0,60.0,not matched=0,,,
Abu Dhabi National Takaful Co. PSC,51373166,Al Bateen,Abu Dhabi,971-2-4107700,http://www.takaful.ae,191054900.0,58.0,high=85,Abu Dhabi National Takaful Company,1573723,29720
Ec Harris International Ltd.,120029763,Po Box 93540,Abu Dhabi,,http://www.echarris.com,,57.0,not matched=0,,,
Prismo Gulf Company Est,42386046,PO Box 367,Abu Dhabi,971-02 5555939,http://www.prismogulf.ae,35099998.0,55.0,low=59,Arison Gulf co,1165198,81705
VAM Drilling Protools Oil Equipment Manufacturing LLC,124704598,Mussafah Industrial Area Plant,Abu Dhabi,971-2-551-3234,,,55.0,low=57,Abu Dhabi Fertilizer Manufacturing,1419546,3398465
Global Intelligent Systems Establishment,123227552,Po Box 32661,Abu Dhabi,26277808,,8000000.0,55.0,high=79,Global Intelligent Systems,128766,27041
Sodap Emirates (Uae),92461411,Po Box 71779,Abu Dhabi,26222301,http://www.sodamco.com,,55.0,low=65,Emirates Dates,222769,26897
Al Manara International Jewellery,125195496,PO Box 114441,Abu Dhabi,971-02 6272222,http://www.amij.com,,51.0,high=100,Al Manara International Jewellery,1488149,3454063
Vincotte International Middle East,92460657,P.O. Box 4788,Abu Dhabi,5510041,http://www.vincotte.ae,,51.0,not matched=0,,,
Lucherini Association Ing Arch Consulting,92461122,P.O. Box 6905,Abu Dhabi,24458310,http://www.arch-lucherini.it,,51.0,low=62,Neptune Aviation Consulting,1158998,3335293
Chemetall Plc,92461569,P.O. Box 43539,Abu Dhabi,26273359,http://www.chemetall.com,,51.0,not matched=0,,,
Flowserve Al Mansoori Services,92461041,Po Box 26443,Abu Dhabi,5542464,http://www.flowserve.com,,51.0,high=91,Flowserve AL Mansoori Services LLC,1417454,164224
Pb Power Ltd,92461157,P.O. Box 47445,Abu Dhabi,26786060,http://www.pbworld.com,,51.0,low=50,Power Design,1538734,3476587
Tuv Akademie Middle East,92461312,Near Al Badr Mosque Street No. 7 Opposite Blue Marine Building A,Abu Dhabi,24478500,http://www.tuv-nord.com,,51.0,low=67,TUV Middle East,103860,26704
Intergraph Middle East Llc (Imel),92683078,P.O. Box 45805,Abu Dhabi,26273800,http://www.intergraph.com,,51.0,low=26,Calcium Advertising / Limelight Production Services,1559560,63161
Kingsfield Burns Uae Llc,120010956,P.O. Box 44908,Abu Dhabi,26729762,,,51.0,low=43,Combined Cargo UAE LLC,215122,27825
Embassy Of The Islamic Republic Of Afghanistan,92460903,P.O. Box 5687,Abu Dhabi,26655560,http://www.afghanembassy-uae.eedevelopment.com,,51.0,low=61,Embassy of the Czech Republic,1516043,3468968
Sfc Group,92461258,Lulu Centre Building 3Rd Floor Room 301 Al Salam Street,Abu Dhabi,26776999,http://www.sfcgroup.com,,51.0,low=27,SFC Group / Southern Franchise Company LLC,1525492,31582
Simmons And Simmons,92461406,P.O. Box 5931,Abu Dhabi,26275568,http://www.simmons-simmons.com,,51.0,not matched=0,,,
Alliance Francaise D Abu Dhabi,92460679,P.O. Box 2646,Abu Dhabi,26666232,http://www.af-aboudabi.net,,51.0,high=75,Alliance Francaise,1458313,1310053
Italian Embassy,92460856,P.O. Box 46752,Abu Dhabi,24435622,http://www.ambabudhabi.esteri.it,,51.0,not matched=0,,,
Embassy Of Brazil,92460850,P.O. Box 3027,Abu Dhabi,26320606,http://www.brazilpradenet.com,,51.0,not matched=0,,,
Khalidia Palace Hotel,120011096,Po Box 4010,Abu Dhabi,6662470,http://www.rotana.com,,51.0,low=50,Emirates Palace,1495361,86108
Petrogas Services Establishment,92507458,Saifulla Mohammed Khoory Bldg P.O. Box 261457,Abu Dhabi,26326135,http://www.petrogas.ae,,50.0,low=31,Bin Sidra National Petrogas,293123,30736
Allied Investment Partners P J S C,120029906,Po Box 109248,Abu Dhabi,26266776,,,50.0,low=42,Allied Arms Co.Ltd.,200527,26762
Middle East Trading & Contracting Company (Metco) W L L,42385989,Po Box 851,Abu Dhabi,26263900,,9000000.0,50.0,medium=73,Middle East Trading and Contracting (METCO),1490817,3459203
Star Petroleum Technical Services - L L C,122940132,Po Box 55028,Abu Dhabi,26769033,,3651700.0,50.0,medium=70,Epta UAE Technical Services L.L.C,1575440,3484741
Aabar Investment PJSC,42390800,,Abu Dhabi,971-26264466,http://www.aabar.com,564900020.0,50.0,high=78,Aabar Investments Company,264022,29029
Penspen International Ltd.,42386041,PO Box 46562,Abu Dhabi,971-02 6792526,http://www.penspen.com,27799999.0,50.0,high=91,Penspen International Limited,1508115,27080
Industrial Gas Plants,42385931,PO Box 4273,Abu Dhabi,971-02 5554040,,112500000.0,50.0,low=53,Emirates industrial bank,311284,29123
Abu Dhabi Marine Equipment & Industrial Supplies,123730652,Po Box 4164,Abu Dhabi,6732300,,24000000.0,50.0,low=58,Arabian Equipment Rental,1004296,56886
Abu Dhabi Shipping Agency L.L.C.,42385745,PO Box 46103,Abu Dhabi,971-2 6449100,http://www.adsa.ae,128000000.0,50.0,low=50,Inchcape Shipping Services Abu Dhabi LLC,1489536,226213
STALCO Abu Dhabi L.L.C.,42386084,PO Box 3768,Abu Dhabi,971-02 6731318,http://www.stalco.ae,127700000.0,50.0,not matched=0,,,
"Hill International Inc.- Abu Dhabi, U.A.E.",50091039,Ste 1601 16th Fl D O Buttti Al Otaiba Bldg Sheikh Khalifa St,Abu Dhabi,971-43372145,http://www.hillintl.com,,50.0,low=46,Intertouch UAE,1624853,3506245
Fujitsu Services Limited,42385936,PO Box 7237,Abu Dhabi,971-2-6335200,http://www.fujitsu.com,5300000.2,50.0,not matched=0,,,
Eldiar Furniture Manufacturing and Decoration L.L.C.,100971500,Mussafah Industrial Area,Abu Dhabi,971-2-5555656,http://www.eldiarfurniture.com,227300000.0,50.0,high=93,Eldiar Furniture Manufacturing & Decoration LLC,348700,89978
Demar Property Management,120010700,P.O. Box 43636,Abu Dhabi,26222690,http://www.demaruae.com,,50.0,high=93,Demar Property Management LLC,1417278,1306745
Lycee Louis Massignon,92461169,P.O. Box 2314,Abu Dhabi,24448085,http://www.llm.ae,,50.0,low=48,Lycee Francais Theodore Monod,1738457,3511025
Abu Dhabi Engineering & Trading Group Of Establishments - Tawam Commercial Est,122985883,Po Box 6767,Abu Dhabi,26730333,,10000000.0,50.0,low=48,(GULF) Abu Dhabi Supplies & Commercial Services,61600,26667
Dresser-Rand Arabia,126538766,Industrial Estate Plot 131 Sector M42,Abu Dhabi,971-25014200,,,50.0,low=53,Sky News Arabia,1465073,3437248
Abu Dhabi Water & Electricity Company,92461557,Al Falah Street,Abu Dhabi,97126943333,http://www.adwec.ae,,49.0,high=79,Abu Dhabi Water and Electricity Authority,89901,27162
Kvaerner Engineering A S,96408627,Po Box 47825,Abu Dhabi,26740400,http://www.akersolutions.com,,45.0,not matched=0,,,
Steel Construction Engineering Company L.L.C.,48609186,PO Box 3922,Abu Dhabi,971-02 6346334,,29799999.0,45.0,low=47,Consolidation Steel Construction,859801,611033
Autochim Systems - Abu Dhabi - (Asad) L L C,96930352,Po Box 26166,Abu Dhabi,26265774,http://www.autochimsystems.com,,45.0,low=56,Intuitive Systems - L L C,943390,551524
Alnasr Technical Trading Agencies,42385766,Abu Dhabi,Abu Dhabi,971-2-5512900,http://www.alnasr-uae.com/,119900000.0,45.0,low=68,Jetta Technical Trading,97960,26627
Habib Exchange Co.Llc.,133363761,2370,Abu Dhabi,26272316,,53657001.0,45.0,low=43,Bin Shabib and Associates,1458582,3430877
Y&R Abu Dhabi,125631520,Corniche Road Arab Monetary Fund Building 3rd Floor,Abu Dhabi,971-2-621-5050,http://www.yr.com,,45.0,not matched=0,,,
